iata,tags
MAR,|PE|Venezuelan
MAR,|US|Venezuelan
MAR,Latifundia Legacy
MAR,PDVSA
MB1,Academia
MBA,Belt & Road|
MBA,German|
MBA,Italian|
MBA,Logistics MEA
MBD,Platinum
MBJ,Aluminum
MCH,Latifundia Legacy
MCI,|US|Jalisco & Michoacán
MCI,Agribusiness
MCI,Grain Belt
MCI,Telco
MCM,Casinos
MCO,|CU|Cuban x2
MCO,|US|Brazilian
MCO,|US|Stateside Puerto Ricans
MCO,Defense
MCO,Golf
MCO,Lusophone|
MCP,Amazonia
MCP,Paper & furniture
MCT,|OM|Baloch
MCT,|OM|Malayali
MCT,Offshore oil
MCT,Oil
MCV,Zinc
MCX,Oil refining
MCZ,Petrobras
MCZ,Sugar
MDC,Nickel
MDE,|CL|Colombian
MDE,|MX|Colombian
MDE,|US|Colombian
MDE,Colonial ties bind
MDE,Drug trafficking
MDE,Horticulture
MDE,Logistics LATAM
MDE,Puente Aéreo x2
MDE,Textiles
MDL,Belt & Road|
MDL,Jade
MDL,Monsoon Ag
MDN,Rubber
MDN,Tropical fishing
MDQ,Atlantic Fishing
MDQ,Seafood
MDT,Chocolate
MDT,Healthcare admin
MDW,|US|Italian
MDW,|US|Polish
MDW,|US|Stateside Puerto Ricans
MDW,Academia
MDW,CPG & Retail
MDW,Logistics NAC
MDW,Regional banking US
MDZ,Loves Florianopolis x2|
MDZ,Mountaineering
MDZ,Oil fracking
MDZ,Soybeans
MDZ,Viticulture
MEA,Petrobras
MED,|SA|Bangladeshi
MED,|SA|Egyptian
MED,|SA|Filipino
MED,|SA|Indonesian
MED,|SA|Malayali
MED,|SA|Pakistani
MED,Petrochemicals
MEL,|AU|Chinese
MEL,|AU|Greek
MEL,|AU|Italian
MEL,|AU|Vietnamese
MEL,Asset management
MEL,Copper
MEL,Golden Triangle x2
MEL,Life sciences
MEL,Pharma
MEM,Agribusiness
MEM,Global logistics
MEM,Logistics NAC
MEX,|ES|Peruvian
MEX,|MX|Bolivian
MEX,|MX|Colombian
MEX,Bureaucracy
MEX,Logistics LATAM
MEX,Logistics NAC
MEX,NA Capitols|
MEX,Pemex
MEX,Telco
MEX,TV / movies
MFA,Conservation
MFE,Hispanic|
MFM,Cantonese|
MFM,Casinos
MFM,Dark economy
MFR,|US|Jalisco & Michoacán
MFR,Forestry
MFR,Horticulture
MFR,Viticulture
MFU,Conservation
MGA,Apparel
MGA,Ranching
MGQ,|NO|Somali
MGQ,|US|Somali
MGZ,Gemstones
MHD,Pilgrimage x2|
MHG,|DE|Polish
MHG,Petrochemicals
MHG,Wind energy
MHQ,Swedish|
MHT,|US|Irish American
MIA,|CU|Cuban x2
MIA,|US|Jewish
MIA,|US|Venezuelan
MIA,Advertising & media
MIA,CC|
MIA,Cryptocurrency
MIA,Drug trafficking
MIA,Hispanic|
MIA,Logistics LATAM
MIA,Lusophone|
MIA,Luxury goods
MID,Drug trafficking
MID,Pemex
MII,Peanuts
MIM,Seafood
MIR,Mediterranean marine
MIR,Offshore oil
MIR,Spices / Tropical Ag
MJM,Diamonds
MJY,Aluminum
MJZ,Diamonds
MJZ,Gemstones
MKE,|US|Irish American
MKE,Beer
MKE,Dairy
MKE,Machinery
MKE,Nordic|
MKE,Regional banking US
MKE,Water
MKR,Sheep
MKY,Coal
MKY,Sugar
MLA,Offshore finance
MLB,Defense
MLB,Space
MLE,Indian Ocean fishing
MLE,Italian|
MLE,Russian Vacay x2|
MLG,Tropical fishing
MLH,Pharma
MLI,Grain Belt
MLM,|US|Jalisco & Michoacán
MLX,Zinc Eurasia
MME,Vampiric
MMK,Defense RU
MMK,Logistics CIS
MMK,Rosneft
MMX,Anglophone|
MMX,CPG & Retail
MMX,Nuclear energy
MMX,Vodka
MNL,|CA|Filipino
MNL,|GU|Filipino
MNL,|IE|Filipino
MNL,|IT|Filipino
MNL,|SA|Filipino
MNL,|US|Filipino
MNL,Appliances
MNL,Logistics APAC
MNL,Marine
MNX,Amazonia
MOB,Heavy industry
MOB,Offshore oil
MOB,Shipbuilding
MOC,Dairy
MOG,PetroChina
MOR,Coal seam gas
MOT,Oil fracking
MOV,Coal
MPH,|CA|Filipino
MPH,|IE|Filipino
MPH,|IT|Filipino
MPH,|SA|Filipino
MPH,|US|Filipino
MPH,Korean|
MPL,|FR|Algerian x2
MPL,|FR|Moroccan
MPL,Viticulture
MPM,Aluminum
MPM,Logistics MEA
MPM,Lusophone|
MPM,Titanium
MPN,Commonwealth ties
MQF,Rosneft
MQL,Coal
MQL,Viticulture
MQP,Coal
MQP,Conservation
MQT,Paper & furniture
MQT,Platinum
MRE,Conservation
MRS,|FR|Algerian x2
MRS,|FR|Moroccan
MRS,|FR|Tunisian x2
MRS,Logistics EU Med
MRU,Apparel
MRU,Back office
MRU,Francophonie|
MRU,Regional banking APAC
MRU,Rum
MRV,|AE|Russian
MRV,|US|Russian
MRV,Grain Belt
MRV,Russian Vacay x2|
MRX,NIOC
MRY,Surfing
MSJ,Arctic fishing
MSJ,Seafood
MSJ,US military
MSN,Academia
MSN,Dairy
MSN,Fine cheese
MSN,Healthcare admin
MSP,|US|Hmong
MSP,|US|Somali
MSP,Academia
MSP,Agribusiness
MSP,CPG & Retail
MSP,Healthcare admin
MSP,Nordic|
MSP,Regional banking US
MSQ,Appliances
MSQ,Heavy industry
MSQ,Logistics CIS
MSS,Maple syrup
MSU,Diamonds
MSY,LNG
MSY,Marine
MSY,Petrochemicals
MSY,Vampiric
MTT,Pemex
MTY,|MX|Bolivian
MTY,Autos
MTY,Ceramics
MTY,Electronics
MTY,Logistics NAC
MUB,Conservation
MUC,|DE|Serbian
MUC,|DE|Turkish
MUC,Advertising & media
MUC,Aerospace
MUC,Autos
MUC,Beer
MUC,Dairy
MUC,Professional services
MUC,Robotics
MUH,Italian|
MUN,PDVSA
MUX,Cotton
MUX,Fabrics
MVB,Manganese
MVD,Latifundia Legacy
MVD,Logistics LATAM
MVD,Ranching
MVP,Drug trafficking
MWX,Oil refining
MWZ,Nordic|
MXB,Nickel
MXL,Geothermal
MXP,|AU|Italian
MXP,|BR|Italian
MXP,|IT|Filipino
MXP,|US|Italian
MXP,Apparel
MXP,CPG & Retail
MXP,Eurozone banking
MXP,Luxury goods
MXP,Robotics
MXX,Logistics EU Med
MXX,Paper & furniture
MXZ,Rare earths
MYR,Golf
MYT,Jade
MYY,Forestry
MYY,Indian Ocean fishing
MYY,Offshore oil
MZG,Drug trafficking
MZG,Seafood
MZL,Coffee
MZR,|DE|Afghan
MZR,|PK|Afghan
MZR,|TR|Afghan
MZR,Drug trafficking
MZT,Drug trafficking
MZT,Latifundia Legacy
MZT,Seafood
NAA,Coal seam gas
NAG,|SG|Marathi
NAG,Ceramics
NAG,Manganese
NAG,Soybeans
NAN,Melanesia
NAN,Surfing
NAP,|BR|Italian
NAP,|US|Italian
NAP,Agribusiness
NAP,Mediterranean Ag
NAS,Commonwealth ties
NAS,Offshore finance
NAT,Petrobras
NBC,Logistics APAC
NBC,Petrochemicals
NBE,|FR|Tunisian x2
NBO,|KE|Gujarati
NBO,Back office
NBO,Belt & Road|
NBO,Geothermal
NBO,Horticulture
NBO,Humanitarian NGO
NBO,Logistics MEA
NBO,Peacekeeping
NBO,Tea
NCE,|FR|Algerian x2
NCE,|FR|Moroccan
NCE,|FR|Serbian
NCE,Horticulture
NCE,TV / movies
NCE,Viticulture
NCL,Auto parts
NCL,Loves Alps|
NCL,Marine
NDB,Dark economy
NDG,PetroChina
NDJ,Ranching
NGB,Autos
NGB,LNG
NGB,Logistics APAC
NGB,New energy
NGB,Petrochemicals
NGB,Toys
NGO,|BR|Nikkei
NGO,|MP|Nikkei
NGO,|PE|Nikkei
NGO,|US|Nikkei
NGO,Aerospace
NGO,Autos
NGO,Electronics
NGO,Rice
NGO,Wind energy
NGQ,Science megastructure
NGS,Heavy industry
NGS,Robotics
NGS,Shipbuilding
NIM,Uranium
NJF,Pilgrimage x2|
NJF,Shia|
NKC,Atlantic fishing
NKG,|AU|Chinese
NKG,|CA|Chinese
NKG,|ID|Chinese
NKG,|TH|Chinese
NKG,|US|Chinese
NKG,Academia
NKG,Chinese tourism|
NKG,Sinopec
NKG,Software
NKG,Steel
NLA,Belt & Road|
NLA,Copper
NLA,Copperbelt
NLD,Hispanic|
NLK,Polynesia
NLT,Zinc Eurasia
NLU,Beer
NLU,Bureaucracy
NLU,NA Capitols|
NMI,|SG|Marathi
NMI,Bollywood 2 Bureaucracy x2
NMI,Sunni|
NMI,Telco
NNG,Aluminum
NNG,Bauxite
NNG,Gold
NNG,New energy
NNG,Sugar
NNM,Marine
NNM,Russian Vacay x2|
NNR,|US|Irish American
NNY,Tobacco
NOC,|US|Irish American
NOC,Sheep
NOS,Polish|
NOU,Melanesia
NOU,Surfing
NOV,ExxonMobil
NOZ,Coal RU
NPE,Sheep
NPE,Viticulture
NPL,LNG
NQN,Oil
NQN,Oil fracking
NQY,Atlantic Fishing
NQY,Surfing
NQZ,Belt & Road|
NQZ,Grain Belt
NQZ,Regional banking APAC
NRT,|AR|Nikkei
NRT,|BR|Nikkei
NRT,|JP|Korean
NRT,|JP|Vietnamese
NRT,|MP|Nikkei
NRT,|PE|Nikkei
NRT,|US|Nikkei
NRT,Bureaucracy
NRT,Investment banking
NRT,Luxury goods
NRT,Semiconductors
NRT,Software
NSI,Forestry
NSK,Copper
NSK,Heavy industry
NSK,Nickel
NSK,Platinum
NSK,Rosneft
NSK,Vodka
NSK,Zinc Eurasia
NSN,Seafood
NSP,Anglophone|
NTE,Marine
NTE,Renewables
NTE,Shipbuilding
NTG,Chinese tourism|
NTG,Fabrics
NTG,Shipbuilding
NTG,Textiles
NTG,Wind energy
NTL,Coal
NTL,Surfing
NTQ,Spirituality
NTY,Platinum
NUE,Auto parts
NUE,Robotics
NUE,Toys
NUX,Gazprom
NUX,LNG
NUX,Taiga
NVT,Marine
NWI,Wind energy
NYM,Rosneft
NYT,Dark economy
NZF,Anglophone|
NZF,Polar research
NZH,Logistics CIS
OAK,|US|Filipino
OAK,|US|Vietnamese
OAK,Academia
OAK,Geothermal
OAK,Hispanic|
OAK,Logistics NAC
OAK,Renewables
OAK,SoCal NoCal
OAK,Viticulture
OAX,|US|Guerrero & Oaxaca
OAX,Spirits
OBO,Forestry
ODE,Pharma
ODS,Grain Belt
ODS,Mediterranean marine
ODY,Dark economy
OGD,Spirituality
OGG,PIF|
OGG,Surfing
OGZ,Defense RU
OGZ,Gazprom
OHH,Rosneft
OHS,|OM|Baloch
OIT,Copper
OIT,Geothermal
OKA,Shipbuilding
OKA,US military
OKC,|US|Durango & Zacatecas
OKC,Academia
OKC,Grain Belt
OKC,Oil
OKI,Seafood
OKJ,Copper
OLF,Big Sky
OLP,Copper
OLP,Copper FIFO
OMA,Agribusiness
OMA,Grain Belt
OMA,Logistics NAC
OMA,Ranching
OMD,Zinc
OME,Gold
OMS,Petrochemicals
OMS,Rosneft
ONT,|US|Filipino
ONT,Hispanic|
ONT,Logistics NAC
ONT,Mediterranean Ag
OOL,Surfing
OPO,Viticulture
OPS,Latifundia Legacy
ORB,|SE|Iraqi
ORD,|US|Chinese
ORD,|US|Indian
ORD,|US|Jalisco & Michoacán
ORD,|US|Jewish
ORD,|US|Polish
ORD,Advertising & media
ORD,Agribusiness
ORD,Asset management
ORD,CPG & Retail
ORD,Professional services
ORF,|US|Filipino
ORF,Logistics NAC
ORF,Marine
ORF,US military
ORH,|US|Irish American
ORH,Software
ORK,|US|Irish American
ORK,Pharma
ORK,Regional banking US
ORK,Wind energy
ORN,|CA|Algerian x2
ORN,|FR|Algerian x2
ORN,Mediterranean marine
ORN,Water
ORY,|FR|Algerian x2
ORY,|FR|Armenian
ORY,|FR|Moroccan
ORY,|FR|Polish
ORY,|FR|Serbian
ORY,|FR|Tunisian x2
ORY,Academia
ORY,Aerospace
ORY,Apparel
ORY,L'Hexagone Hop
ORY,Luxury goods
ORY,Spirits
OSL,|NO|Somali
OSL,Aluminum
OSL,Loves Spain|
OSL,Marine
OSL,Nordic Ski 2 City x2
OSL,Renewables
OST,Logistics EU Med
OST,Potato
OST,Wind energy
OTH,Forestry
OTP,|ES|Romanian
OTP,|IT|Romanian
OTP,Agribusiness
OTP,Eurozone Banking
OTP,Oil refining
OTZ,Zinc
OUL,Boreal
OUZ,Iron ore
OVB,|AE|Russian
OVB,|US|Russian
OVB,Heavy industry
OVB,Software
OVD,British Sunny Vacay x2|
OVD,Fine cheese
OXB,Peanuts
PAB,Aluminum
PAE,Academia
PAE,CPG & Retail
PAP,|CA|Haitian
PAP,|CL|Haitian
PAP,Humanitarian NGO
PAT,Potato
PBC,Autos
PBH,Cryptids
PBI,|CU|Cuban x2
PBI,|US|Brazilian
PBI,|US|Colombian
PBI,|US|Jewish
PBI,Golf
PBI,Hispanic|
PBM,|NL|Surinamese
PBM,Bauxite
PBM,Orange Sunshine
PBO,Iron ore
PBU,Drug trafficking
PCL,Amazonia
PDG,Rubber
PDG,Seafood
PDG,Textiles
PDL,Atlantic Fishing
PDP,Latifundia Legacy
PDT,Paper & furniture
PDT,Semiconductors
PDV,Appliances
PDV,Heavy industry
PDVSA,Offshore oil
PDX,Footwear
PDX,Software
PEE,Rosneft
PEI,Coffee
PEK,|AU|Chinese
PEK,|CA|Chinese
PEK,|ID|Chinese
PEK,|TH|Chinese
PEK,|US|Chinese
PEK,Academia
PEK,Aerospace
PEK,Asset management
PEK,Belt & Road|
PEK,Bureaucracy
PEK,Chinese tourism|
PEK,Nuclear energy
PEK,Sinopec
PEK,Space
PEM,Amazonia
PEN,|MY|Malayali
PEN,|MY|Nepalese
PEN,|MY|Tamil
PEN,Back office
PEN,Electronics
PEN,Rubber
PEN,Semiconductors
PER,|AU|Chinese
PER,|AU|Indian
PER,Bauxite
PER,Copper FIFO
PER,Gold
PER,Gold FIFO
PER,Heavy industry
PER,LNG
PER,Logistics APAC
PER,Offshore oil
PER,Uranium
PER,Water
PES,Paper & furniture
PET,|BR|Polish
PET,Polar research
PEW,|PK|Afghan
PEW,Drug trafficking
PEW,Pashto|
PFO,EU|
PFO,Greek|
PFO,Nordic|
PHC,Offshore oil
PHE,Iron ore
PHE,Manganese
PHE,Offshore oil
PHE,Titanium
PHF,Aerospace
PHL,|US|Irish American
PHL,|US|Italian
PHL,|US|Jewish
PHL,|US|Korean
PHL,|US|Stateside Puerto Ricans
PHL,Academia
PHL,Asset management
PHL,Pharma
PHL,Regional banking US
PHO,Copper FIFO
PHX,|US|Guerrero & Oaxaca
PHX,|US|Jalisco & Michoacán
PHX,Aerospace
PHX,Back office
PHX,Copper
PHX,Defense
PHX,Logistics NAC
PHX,Renewables
PHX,Semiconductors
PIA,Healthcare admin
PIA,Machinery
PIT,Academia
PIT,Life sciences
PIT,Software
PKC,Gazprom
PKC,Gold
PKR,Spirituality
PKU,Oil
PKU,Rubber
PKV,Defense RU
PKX,|AU|Chinese
PKX,|CA|Chinese
PKX,|ID|Chinese
PKX,|TH|Chinese
PKX,|US|Chinese
PKX,Belt & Road|
PKX,Chinese tourism|
PKX,New energy
PKX,PetroChina
PKX,Telco
PKY,Coal CN
PKZ,Coffee
PLM,Coffee
PLM,Oil
PLM,Rubber
PLO,Seafood
PLQ,Oil refining
PLU,Drug trafficking
PLZ,Auto parts
PLZ,Surfing
PLZ,Titanium
PLZ,Water
PMC,Seafood
PMF,Fine cheese
PMG,Drug trafficking
PMI,Loves Mallorca x2|
PMI,Nordic|
PMO,|AU|Italian
PMO,|BR|Italian
PMO,|US|Italian
PMO,Mediterranean Ag
PMR,Dairy
PMV,PDVSA
PMW,Gemstones
PNH,|KH|Indonesian
PNH,Apparel
PNH,Dark Economy
PNH,Spices / Tropical Ag
PNI,Micronesia
PNK,|ID|Chinese
PNK,Monsoon Ag
PNK,Rubber
PNQ,|SG|Marathi
PNQ,Autos
PNQ,Machinery
PNQ,Sugar
PNR,Offshore oil
PNS,Cotton
PNS,Offshore oil
PNS,Paper & furniture
PNS,US military
PNT,Mountaineering
POA,|BR|Polish
POA,Footwear
POA,Latifundia Legacy
POA,Nordic|
POA,Poultry
POA,Tobacco
POG,Offshore oil
POM,ExxonMobil
POM,Melanesia
POP,Anglophone|
POS,Forestry
POS,Oil refining
POS,Tea
POZ,Back office
POZ,Logistics EU Med
POZ,Potato
POZ,Poultry
PPB,Sugar
PPG,|AU|Samoan
PPG,|NZ|Samoan
PPG,|US|Samoan
PPG,Polynesia
PPG,US military
PPP,Spices / Tropical Ag
PPP,Sugar
PPT,Polynesia
PQC,Spices / Tropical Ag
PQI,Francophonie|
PRC,Golf
PRG,Auto parts
PRG,Back office
PRG,Beer
PRG,Eurozone banking
PRG,TV / movies
PRN,Mediterranean Ag
PSA,|IT|Romanian
PSA,Viticulture
PSC,Potato
PSC,Science megastructure
PSG,Alaska Milk Run
PSG,Seafood
PSP,Golf
PSP,Renewables
PSR,Mediterranean Ag
PTF,Surfing
PTG,Copperbelt
PTG,Diamonds
PTP,L'Hexagone Hop
PTP,Loves French Antilles|
PTU,Platinum
PTY,Copper
PTY,Global logistics
PTY,Humanitarian NGO
PTY,Logistics NAC
PTY,Marine
PTY,Offshore finance
PUB,Hispanic|
PUJ,Anglophone|
PUJ,Drug trafficking
PUJ,Francophonie|
PUJ,German|
PUJ,Polish|
PUN,Back office
PUQ,Mountaineering
PUQ,Polar research
PUQ,Sheep
PUQ,Viticulture
PUS,|JP|Korean
PUS,|US|Korean
PUS,Aluminum
PUS,Electronics
PUS,Nuclear energy
PUS,Regional banking APAC
PUS,Seafood
PUS,Shipbuilding
PUS,Wind energy
PUW,Academia
PVD,|US|Brazilian
PVD,|US|Irish American
PVD,Academia
PVD,Atlantic Fishing
PVD,Life sciences
PVD,Lusophone|
PVD,Pharma
PVD,Toys
PVG,|AU|Chinese
PVG,|CA|Chinese
PVG,|ID|Chinese
PVG,|TH|Chinese
PVG,|US|Chinese
PVG,Belt & Road|
PVG,Chinese tourism|
PVG,Electronics
PVG,Global logistics
PVG,Investment banking
PVG,Luxury goods
PVG,Petrochemicals
PVG,Professional services
PVG,Robotics
PVH,Amazonia
PVH,Petrobras
PVR,Anglophone|
PVR,Surfing
PWM,Atlantic Fishing
PWQ,Aluminum
PXH,Copper FIFO
PXM,Surfing
PXU,Coffee
PZI,Potato
PZU,Gold
PZU,Logistics MEA
PZU,Oil refining
QAB,Academia
QAB,Hispanic|
QAO,Polar research
QAO,Russian|
QRO,Aerospace
QRO,Appliances
QRO,Poultry
QRW,Oil
QSZ,Sunni|
RAB,Melanesia
RAI,Lusophone|
RAJ,Peanuts
RAK,|FR|Moroccan
RAK,|NL|Moroccan
RAK,Francophonie|
RAK,Water
RAO,Bauxite
RAO,Footwear
RAP,Big Sky
RAP,Science megastructure
RAR,Polynesia
RAS,Tea
RBA,|FR|Moroccan
RBA,|NL|Moroccan
RBA,Francophonie|
RBA,Mediterranean Ag
RDM,Forestry
RDP,Shia|
RDU,Academia
RDU,Pharma
RDU,Poultry
RDU,Telco
RDZ,Fine cheese
REC,Latifundia Legacy
REC,Logistics LATAM
REC,Marine
REC,Petrobras
REC,Petrochemicals
REN,Aluminum
RES,Agribusiness
REU,|ES|Romanian
REU,Petrochemicals
REX,Pemex
RGA,Ranching
RGL,Sheep
RGN,Apparel
RGN,Drug trafficking
RGN,Monsoon Ag
RHI,Maple syrup
RHO,Anglophone|
RHO,German|
RHO,Nordic|
RHO,Polish|
RHO,Water
RIC,Regional banking US
RIC,Tobacco
RIX,Grain Belt
RIX,Paper & furniture
RIZ,Steel
RJ1,Space
RJH,Fabrics
RJK,Mediterranean marine
RKD,Atlantic Fishing
RKS,Oil fracking
RKT,|AE|Malayali
RKT,Pharma
RKT,Russian Vacay x2|
RKV,Geothermal
RLG,|DE|Polish
RMA,LNG
RMF,Czech|
RMF,Dutch|
RMF,German|
RMO,Mediterranean Ag
RMO,Viticulture
RMQ,|TW|Indonesian
RMQ,Computers
RMQ,Semiconductors
RMU,British Sunny Vacay x2|
RMU,Loves Spain|
RNO,Casinos
RNO,Cryptocurrency
RNO,Gold
RNO,SoCal NoCal
ROB,Rubber
ROC,|US|Somali
ROC,Beer
ROC,Healthcare admin
ROK,Coal
ROK,Coal seam gas
ROK,Copper FIFO
ROK,PetroChina
ROM,Coal seam gas
ROR,Japanese|
ROR,Micronesia
ROS,Latifundia Legacy
ROS,Loves Florianopolis x2|
ROS,Ranching
ROS,Soybeans
ROV,Defense RU
ROV,Grain Belt
ROV,Logistics CIS
ROW,UFOs
RPR,Coal
RPR,Steel
RSA,Ranching
RST,Dairy
RST,Healthcare admin
RST,Nordic|
RSU,Steel
RSW,Hispanic|
RTB,Anglophone|
RTB,Offshore oil
RTM,|NL|Indonesian
RTM,Equinor
RTM,Fine cheese
RTM,Global logistics
RTM,Logistics EU Med
RTM,Orange Sunshine
RTM,Petrochemicals
RTM,Vodka
RUH,|SA|Bangladeshi
RUH,|SA|Egyptian
RUH,|SA|Filipino
RUH,|SA|Indonesian
RUH,|SA|Malayali
RUH,|SA|Pakistani
RUH,Islamic finance
RUH,Logistics MEA
RUH,Water
RUN,L'Hexagone Hop
RUN,Sugar
RUT,Dairy
RVE,Latifundia Legacy
RVN,Anglophone|
RVN,Loves Arctic|
RVN,Santa
SAB,Orange Sunshine
SAF,Hispanic|
SAH,Shia|
SAI,Chinese tourism|
SAI,Monsoon Ag
SAL,|US|Salvadoran
SAL,Apparel
SAL,Cryptocurrency
SAL,Latifundia Legacy
SAL,Paper & furniture
SAN,|US|Filipino
SAN,|US|Guerrero & Oaxaca
SAN,|US|Iranian
SAN,|US|Samoan
SAN,Defense
SAN,Life sciences
SAN,SoCal NoCal
SAN,US military
SAP,Chocolate
SAP,Zinc
SAT,Healthcare admin
SAT,Hispanic|
SAT,Ranching
SAT,US military
SAV,Golf
SAV,Logistics NAC
SAW,|DK|Turkish
SAW,|NL|Turkish
SAW,|TR|Afghan
SAW,|TR|Iranian
SAW,|TR|Iraqi
SAW,Apparel
SAW,Auto parts
SAW,Footwear
SBA,Academia
SBA,Mediterranean Ag
SBA,Offshore oil
SBA,SoCal NoCal
SBA,US military
SBD,|US|Guerrero & Oaxaca
SBD,SoCal NoCal
SBH,L'Hexagone Hop
SBH,Loves French Antilles|
SBL,Gemstones
SBN,Academia
SBT,Gazprom
SBT,LNG
SBW,Paper & furniture
SBY,Poultry
SBZ,|ES|Romanian
SBZ,|IT|Romanian
SCC,Arctic oil
SCC,LNG
SCE,Academia
SCK,|US|Filipino
SCK,Mediterranean Ag
SCL,|CL|Haitian
SCL,Colonial ties bind
SCL,Copper
SCL,Logistics LATAM
SCO,ExxonMobil
SCO,Gazprom
SCO,PetroChina
SCO,Uranium
SCQ,British Sunny Vacay x2|
SCQ,Spirituality
SCR,Anglophone|
SCU,Sugar
SCV,|ES|Romanian
SCV,|IT|Romanian
SDB,Investment banking
SDB,Offshore finance
SDF,Academia
SDF,Appliances
SDF,Global logistics
SDF,Healthcare admin
SDF,Logistics NAC
SDF,Spirits
SDF,Whiskey
SDJ,Appliances
SDJ,Nuclear energy
SDK,Chinese tourism|
SDQ,Footwear
SDQ,Logistics LATAM
SDQ,Spices / Tropical Ag
SDU,Coffee
SDU,Equinor
SDU,Heavy industry
SDU,Logistics LATAM
SDU,Ponte Aérea x2
SDY,Big Sky
SEA,|US|Chinese
SEA,|US|Indian
SEA,|US|Samoan
SEA,|US|Somali
SEA,|US|Vietnamese
SEA,Aerospace
SEA,Alaska Milk Run
SEA,Arctic fishing
SEA,Coffee
SEA,Life sciences
SEA,Software
SEN,Loves Alps|
SEU,Conservation
SFA,Water
SFG,L'Hexagone Hop
SFG,Loves French Antilles|
SFJ,Polar research
SFJ,Santa
SFN,Grain Belt
SFO,|US|Bengali
SFO,|US|Chinese
SFO,|US|Indian
SFO,|US|Jewish
SFO,Cantonese|
SFO,Investment banking
SFO,Life sciences
SFO,Professional services
SFO,Regional banking US
SFO,SoCal NoCal
SFO,Software
SFO,Telco
SGF,Poultry
SGN,|AU|Vietnamese
SGN,|JP|Vietnamese
SGN,|US|Vietnamese
SGN,Apparel
SGN,CPG & Retail
SGN,Fabrics
SGN,Footwear
SGN,Tropical fishing
SGP,Bauxite
SGY,Northwest Passage
SHA,|AU|Chinese
SHA,|CA|Chinese
SHA,|ID|Chinese
SHA,|TH|Chinese
SHA,|US|Chinese
SHA,Aerospace
SHA,Belt & Road|
SHA,Chinese tourism|
SHA,Heavy industry
SHA,New energy
SHA,Pharma
SHA,Semiconductors
SHA,Shipbuilding
SHA,Steel
SHE,Aerospace
SHE,Auto parts
SHE,Chinese tourism|
SHE,New energy
SHE,Paper & furniture
SHJ,|AE|Malayali
SHJ,|AE|Nigerian
SHJ,|AE|Russian
SHJ,Global logistics
SHJ,Logistics MEA
SHJ,Water
SHV,ExxonMobil
SHV,Petrochemicals
SID,Anglophone|
SIN,|SG|Marathi
SIN,Asset management
SIN,Electronics
SIN,Global logistics
SIN,Investment banking
SIN,Logistics APAC
SIN,Pharma
SIN,Semiconductors
SIN,Telco
SIP,|RU|Armenian
SIP,Defense RU
SIS,Iron ore
SIS,Manganese
SIT,Alaska Milk Run
SIT,Arctic fishing
SJC,|US|Bengali
SJC,|US|Chinese
SJC,|US|Indian
SJC,|US|Russian
SJC,Academia
SJC,Computers
SJC,Cryptocurrency
SJC,Hispanic|
SJC,Semiconductors
SJC,SoCal NoCal
SJC,Software
SJD,Anglophone|
SJL,Iron ore
SJO,Back office
SJO,Spices / Tropical Ag
SJT,Cotton
SJT,Sheep
SJU,Logistics LATAM
SJU,Logistics NAC
SJU,Pharma
SJU,Rum
SJW,Aluminum
SJW,Coal CN
SJW,New energy
SKD,Cotton
SKG,Fine cheese
SKG,German|
SKG,Heavy industry
SKG,Marine
SKG,Mediterranean Ag
SKT,Monsoon Ag
SKT,Toys
SKZ,Agriculture
SLA,Soybeans
SLA,UFOs
SLA,Uranium
SLA,Viticulture
SLC,|CL|Colombian
SLC,|CL|Samoan
SLC,|CL|Venezuelan
SLC,Back office
SLC,Copper
SLC,Mountaineering
SLC,Regional banking US
SLI,Copperbelt
SLK,Maple syrup
SLL,|OM|Malayali
SLP,Auto parts
SLW,Autos
SLY,Russian Vacay x2|
SLZ,Agribusiness
SLZ,Aluminum
SLZ,Petrobras
SMF,|US|Guerrero & Oaxaca
SMF,Dairy
SMF,Mediterranean Ag
SMF,Rice
SMF,SoCal NoCal
SMI,Nordic|
SMR,Drug trafficking
SMR,Latifundia Legacy
SMR,Logistics LATAM
SNA,|US|Iranian x2
SNA,|US|Jewish
SNA,|US|Samoan
SNA,|US|Vietnamese
SNA,Academia
SNA,SoCal NoCal
SNN,|US|Irish American
SNN,Cryptids
SNN,Dairy
SNP,Arctic fishing
SOF,Apparel
SOF,Back office
SOF,Loves Kavala x2|
SOF,Software
SON,Melanesia
SON,Seafood
SOQ,Nickel
SOU,UFOs
SPC,British Sunny Vacay x2|
SPC,Science megastructure
SPI,Grain Belt
SPN,Korean|
SPN,Micronesia
SPR,Anglophone|
SPS,Ranching
SPX,UFOs
SRE,Zinc
SRG,|ID|Chinese
SRG,Textiles
SSA,Latifundia Legacy
SSA,Offshore oil
SSA,Petrobras
SSA,Petrochemicals
SSG,Oil
SSH,Anglophone|
SSH,Italian|
SSH,Polish|
SSH,Russian Vacay x2|
SSH,Water
STL,Beer
STL,Healthcare admin
STL,Regional banking US
STM,Amazonia
STM,Spices / Tropical Ag
STN,|GB|Indian
STN,|UK|Nigerian
STN,|UK|Pakistani
STN,Back office
STN,Commonwealth ties
STN,Loves Alps|
STR,|DE|Serbian
STR,Autos
STR,Machinery
STR,Robotics
STS,|US|Guerrero & Oaxaca
STS,Fine cheese
STS,SoCal NoCal
STS,Viticulture
